"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Iceland","ISL","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6300109186.97143","6600283794.79751","7173346871.47863","7714873452.44123","8038027657.36461","8061036146.31814","8777980869.07528","9390431859.41103","9391726278.2866","10034337631.479","10526296722.7951","11039496347.6443","12085620757.0778","10807260433.594","10697838993.3339","10230194513.7782","11022605832.7629","11766282593.5493","13631427233.6515","14240759323.4076","15371988994.7328","17105490646.8223","18517234339.2321","19149077697.5175","20828277679.3992","19065909012.804","20819683525.4157",
"Israel","ISR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","106664664218.306","114722732564.574","120814578840.585","127339117188.38","132442868470.694","147136270565.931","153940725438.7","159718270493.688","153753675348.511","166835783752.933","170745788265.984","180562716581.374","197283873360.841","197157780619.336","200673431925.873","215797620038.071","234719324329.497","245463117371.424","271043423918.224","280636940483.257","294691712507.247","320479833105.935","339159216533.174","354217645740.811","360149637624.447","360185849286.139","412565185531.3",
"Italy","ITA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1043605220136.42","1093261987376.45","1125303038264.16","1144536709295.43","1192440753609.54","1256899524019.81","1298093625532.96","1352087897876.91","1416040348422.73","1454355586913.96","1535675678360.39","1592308172773.1","1632366431124.16","1665301920658.84","1702051383788.96","1749401793158.77","1894466616920.38","1996693893234.46","2070619017116.37","2043583557083.09","2079685925634.66","2167673493812.34","2169728284637.12","2183586713124.53","2200447377386.96","2225429068057.95","2427621534122.07","2531219678356.85","2629044697813.76","2672992542432.88","2527003713439.94","2745845520925.98",
"Jamaica","JAM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10395286444.2083","11178970318.8464","11960073339.2502","14069822040.5146","14146707527.0719","14909514349.4038","15573620804.1967","15592552856.7657","15383722608.0623","15725540459.4033","16198819227.8864","16633576266.9581","16964886781.5158","17966244610.5084","18759162113.9927","19460574187.2782","20830164342.1713","21697481695.2185","22170926804.9116","21039396821.9189","21374885138.9298","22231688676.0653","22955384111.7384","23571567007.3424","24040712118.9552","24629832233.5256","25591046475.9209","27243103856.984","28144433665.9663","29204051863.3259","26463158693.1687","28959861496.103",
"Jordan","JOR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14826807742.8483","15053325244.1053","17949626501.5014","19410030235.3812","20915463856.3662","22896128467.4203","23750624117.9002","25342338591.9136","26707891150.0585","27959142889.401","30742778459.9424","33292804618.5784","35387451367.6443","37794503752.3377","42601407042.4023","47646608458.1068","53266868333.907","59379550482.9617","63916101450.9991","67367370954.3083","68160327744.5795","71405408235.1145","73428347001.6517","78636175092.3154","80958153934.4168","86720642947.4793","89557524170.9319","97876027674.3151","102175680624.963","106515264108.047","105790785242.926","112353059186.039",
"Japan","JPN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2485125565477.85","2655528778449.78","2743255807498.98","2794407057740.92","2880747186372.97","3019080874875.31","3181900007928.05","3271976486943.87","3264271822718.92","3298985766967.21","3511271813876.38","3608076636937.38","3701173656289.74","3814570895476.81","4014995178768.02","4201587695067.98","4415235266797.66","4619429794420.16","4638617178018.89","4403592894666.1","4645945128260.86","4764015870154.12","4932125343801.04","5194308150190.67","5221591072071.17","5404452911056.24","5338418864031.4","5456929841830.38","5545224305740.72","5563518683034.84","5508391563563.05","5601433326051.27",
"Kazakhstan","KAZ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111666605196.471","99419562247.5561","92958185741.9028","94825109926.8704","97739623394.8531","96995415780.4221","99045839067.0737","107816757155.878","126845695045.47","142850336887.744","157217723168.392","174878876415.338","190634986139.156","213164964914.44","236242961213.697","242554086622.865","257877751548.752","272752178466.368","294494040831.081","319954479748.818","373088584433.754","383650191926.991","381745816548.317","382306984208.955","399678715598.354","419211075759.633","444945768993.035","457519690587.957","478155783209.732",
"Kenya","KEN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38593952301.6182","40396104694.1885","41051647893.1968","41680131086.9894","44008205941.9886","47344322898.9602","50540684425.756","51881229942.7827","54354722651.8253","56210061526.2291","57970414713.3763","61462961144.6165","62864170762.5831","65888657462.2014","71239152959.8157","78318823657.7625","85778707119.1403","93983872113.6827","96314771272.9306","87505887031.7327","96188911697.7088","105284725887.098","111702555544.44","124600115565.074","139107161405.764","158922253444.33","190212512400.661","207091719434.378","224916067969.698","240426493940.21","242406580887.616","272076389865.254",
"Kyrgyz Republic","KGZ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10616943685.3807","9367397735.42756","8084261440.06248","6485686356.56606","6237660312.28722","6817077555.72414","7505502972.23882","7657894322.5759","7955618625.16666","8573036595.76149","9440063161.64067","9612982381.3018","10532020173.4172","11408908936.2224","11873569554.1155","12866290046.7583","14396713748.8664","15471423790.5823","16045652967.8889","15742285061.6137","16250508927.997","19767684148.4975","21790220340.6309","23953408500.4251","24127188672.2475","26964623069.93","29771394477.5489","32222808696.9103","32273625655.3707","31720020916.6229","32515481593.8307",
"Cambodia","KHM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8260459103.99312","8847462196.94339","9483302434.56653","9979078366.78167","11290609051.5629","12627752882.9688","13926743834.7406","14944527020.5068","16636350257.7767","18807506928.7561","21840398104.0293","24987674330.6003","28465506486.4418","30841551002.3432","30994790312.1592","33509040087.3145","36394815884.3564","40352333048.1545","43284451676.8772","45941913407.4501","49695125105.7085","54905400965.3297","59657647125.7308","65469356176.1997","71056602385.3746","70963733558.4333","75231469868.0904",
"Kiribati","KIR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102062981.053261","150220355.10311","156743772.670121","154822492.159918","159694997.664635","171983590.410272","153200959.450888","188207672.990761","214388977.572205","197904269.014703","215740256.78469","231271151.282476","225820204.359753","221387863.824186","216182559.825928","227357084.376593","231620594.067985","246970071.109699","251460430.425278","241819934.870475","257189280.068286","253879546.199829","295645921.571753","340503758.311901","393854991.412625","477001860.882861","414125998.554331","450876855.816282","475541912.498958","540111826.578684","484032247.167788","498154668.341534",
"St. Kitts and Nevis","KNA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","355088368.696636","355748066.732151","374106717.248019","408569579.208379","439944388.425931","478269715.27332","508658643.853238","549172217.092785","543797798.152819","566664781.288408","640621375.585987","686793945.181334","704195288.386273","679344036.382611","738639361.199883","847291523.731974","914459291.304061","950076822.705619","1077663353.91427","1048043017.3889","1068100609.93885","1110245233.12227","1074637214.89368","1142792938.49022","1174971492.57418","1183873434.93317","1258080070.96673","1336989406.35257","1400541274.02665","1519618331.3072","1320717608.34038","1353106247.46579",
"Korea, Rep.","KOR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357828324105.36","409794141995.409","444975566756.806","486847195366.211","542686780027.484","606636932532.94","666597940293.379","718588401701.291","684153613460.128","774850771229.198","865644442260.788","928025906793.228","1015663096721.17","1054530303017.17","1141124345956.41","1205046439840.2","1298424910845.66","1411398167221.23","1469369248901.13","1452739634577.62","1575029690364.29","1635336002448.05","1702177999918.46","1737909546523.48","1801276221059.28","1939637111593.39","2034377961086.03","2112226195329.95","2229385035793.88","2245014199226.2","2374070106813.96","2471773432699.86",
"Kuwait","KWT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74716362679.0678","94035218876.7217","101250683432.137","113396359698.551","114691220902.596","123898957300.869","131962944903.707","125365626115.983","135146081370.487","134117731373.633","133816938164.126","157524605800.541","183806011959.534","210918124303.062","237989613021.596","254129076730.206","256985116236.613","238649571821.201","239386659995.866","262123336778.361","291438375133.72","296212687021.712","283545175393.602","201226216155.384","197466766535.322","238367604379.734","245049057477.821","248383771125.927","","",
"Latin America & Caribbean (excluding high income)","LAC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2341232039956.32","2509717863812.49","2637648955794.18","2760224900674.4","2957729625306.72","3061721445683.55","3241339740547.39","3466178008023.28","3581739847297.84","3632031417480.31","3849674618965.25","3946960349871.72","4033030563061.18","4215759804194.66","4529533622042.34","4856330011027.46","5360069266376.99","5813166185667.91","6201053595785.35","6177497255867.33","6642764249398.11","7164269753507.33","7383059869936.1","7731498211367.83","7980457474605","7951903448930.59","8139262007620.54","8557001678623.42","8841206557250.09","9034543654158.75","8656910010948.56","9506985269249.18",
"Lao PDR","LAO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4363361273.19689","4704734285.02352","5079488589.51339","5507336139.11671","6076741824.25378","6625569575.06726","7211909432.54066","7678710350.1014","8035034760.10341","8862738466.97606","9343426247.15952","10123229259.7618","10917173172.3776","11569514906.3731","12836707097.8471","14431004985.3103","15642850425.6803","17656220725.5962","19161875886.3634","21136802979.0271","22376117248.2801","24562505654.9469","29339581968.1696","32738513911.9639","37279715377.7992","39733495399.3774","44835845958.1785","47800441427.6112","52519996861.7436","55519349513.7429","56377221989.2436","60142410066.4821",
